ID,DATE,AMOUNT,TAXES
DVC000001,15/08/2014,43.1,6.9
DVC000002,15/08/2014,180,28.8
DVC000003,18/08/2014,180,28.8
DVC000004,19/08/2014,544,87.04
DVC000005,22/08/2014,2678,428.48
DVC000006,25/08/2014,301.6,48.26
DVC000007,26/08/2014,4174.74,667.96
DVC000008,26/08/2014,363,58.08
DVC000009,28/08/2014,3149.43,503.91
DVC000010,29/08/2014,85.34,13.65
DVC000011,29/08/2014,564,90.24
DVC000012,02/09/2014,1743.6,278.98
DVC000013,02/09/2014,510,81.6
DVC000014,03/09/2014,954.72,152.76
DVC000015,03/09/2014,65,10.4
DVC000016,03/09/2014,376,60.16
DVC000017,03/09/2014,180,28.8
DVC000018,05/09/2014,1619.2,259.07
DVC000019,05/09/2014,530,84.8
DVC000020,05/09/2014,178,28.48
DVC000021,08/09/2014,43.1,6.9
DVC000022,08/09/2014,564,90.24
DVC000023,09/09/2014,1874.08,299.85
DVC000024,09/09/2014,7737.6,1238.02
DVC000025,09/09/2014,175,28
DVC000026,10/09/2014,3847.2,615.55
DVC000027,10/09/2014,188,30.08
DVC000028,12/09/2014,360,57.6
DVC000029,12/09/2014,1038.77,166.2
DVC000030,12/09/2014,1128.4,180.54
DVC000031,15/09/2014,954.72,152.76
DVC000032,17/09/2014,188,30.08
DVC000033,17/09/2014,185,29.6
DVC000034,17/09/2014,185,29.6
DVC000035,18/09/2014,70,11.2
DVC000036,19/09/2014,376,60.16
DVC000037,19/09/2014,198806,31808.96
DVC000038,22/09/2014,291.2,46.59
DVC000039,22/09/2014,376,60.16
DVC000040,23/09/2014,561.6,89.86
DVC000041,23/09/2014,2853.98,456.64
DVC000042,24/09/2014,0,0
DVC000043,29/09/2014,1786.2,285.79
DVC000044,29/09/2014,550,88
DVC000045,01/10/2014,962,153.92
DVC000046,01/10/2014,8210,1313.6
DVC000047,01/10/2014,180,28.8
DVC000048,01/10/2014,170,27.2
DVC000049,01/10/2014,170,27.2
DVC000050,01/10/2014,185,29.6
DVC000051,02/10/2014,185,29.6
DVC000052,02/10/2014,175,28
DVC000053,02/10/2014,350,56
DVC000054,03/10/2014,11982.76,1917.24
DVC000055,03/10/2014,17241.38,2758.62
DVC000056,03/10/2014,750.48,120.08
DVC000057,07/10/2014,13637.52,2182
DVC000058,07/10/2014,380,60.8
DVC000059,07/10/2014,7056.15,1128.98
DVC000060,09/10/2014,360,57.6
DVC000061,13/10/2014,253.34,40.53
DVC000062,14/10/2014,65,10.4
DVC000063,14/10/2014,900,144
DVC000064,14/10/2014,360,57.6
DVC000065,14/10/2014,1759.2,281.47
DVC000066,14/10/2014,376,60.16
DVC000067,14/10/2014,65,10.4
DVC000068,14/10/2014,1619.2,259.07
DVC000069,14/10/2014,244.3,39.09
DVC000070,14/10/2014,851.76,136.28
DVC000071,14/10/2014,973.44,155.75
DVC000072,14/10/2014,1263.6,202.18
DVC000073,14/10/2014,973.44,155.75
DVC000074,14/10/2014,861.12,137.78
DVC000075,15/10/2014,3847.2,615.55
DVC000076,15/10/2014,606.24,97
DVC000077,15/10/2014,1506,240.96
DVC000078,16/10/2014,993.1,158.9
DVC000079,16/10/2014,4429.99,708.8
DVC000080,17/10/2014,8732.37,1397.18
DVC000081,17/10/2014,811.2,129.79
DVC000082,17/10/2014,9049.39,1447.9
DVC000083,17/10/2014,9094.39,1455.1
DVC000084,20/10/2014,340,54.4
DVC000085,22/10/2014,325,52
DVC000086,22/10/2014,180,28.8
DVC000087,23/10/2014,865.8,138.53
DVC000088,24/10/2014,1305,208.8
DVC000089,28/10/2014,1841.6,294.66
DVC000090,28/10/2014,2777.11,444.34
DVC000091,29/10/2014,741.32,118.61
DVC000092,29/10/2014,2864.04,458.25
DVC000093,30/10/2014,540,86.4
DVC000094,30/10/2014,380,60.8
DVC000095,30/10/2014,190,30.4
DVC000096,31/10/2014,1729.73,276.76
DVC000097,31/10/2014,10042.24,1606.76
DVC000098,03/11/2014,5016.66,802.67
DVC000099,03/11/2014,388.43,62.15
DVC000100,03/11/2014,3556.32,569.01
DVC000101,05/11/2014,375,60
DVC000102,05/11/2014,304.5,48.72
DVC000103,06/11/2014,231.5,37.04
DVC000104,06/11/2014,175,28
DVC000105,06/11/2014,517.65,82.82
DVC000106,07/11/2014,301.6,48.26
DVC000107,07/11/2014,572,91.52
DVC000108,10/11/2014,1118,178.88
DVC000109,10/11/2014,1534.4,245.5
DVC000110,10/11/2014,76.72,12.28
DVC000111,10/11/2014,376,60.16
DVC000112,10/11/2014,383.6,61.38
DVC000113,10/11/2014,6107.4,977.18
DVC000114,11/11/2014,256.02,40.96
DVC000115,11/11/2014,208,33.28
DVC000116,12/11/2014,842.4,134.78
DVC000117,12/11/2014,2335.4,373.66
DVC000118,12/11/2014,4680,748.8
DVC000119,13/11/2014,873.6,139.78
DVC000120,13/11/2014,682.35,109.18
DVC000121,13/11/2014,235.87,37.74
DVC000122,13/11/2014,1025.02,164
DVC000123,13/11/2014,3061.38,489.82
DVC000124,13/11/2014,170.68,27.31
DVC000125,18/11/2014,6107.4,977.18
DVC000126,18/11/2014,3061.38,489.82
DVC000127,21/11/2014,6615.04,1058.41
DVC000128,24/11/2014,150.8,24.13
DVC000129,24/11/2014,1927.81,308.45
DVC000130,24/11/2014,578,92.48
DVC000131,24/11/2014,2239.3,358.29
DVC000132,24/11/2014,54901.4,8784.22
DVC000133,24/11/2014,16904.15,2704.66
DVC000134,24/11/2014,6071.52,971.44
DVC000135,24/11/2014,1939.39,310.3
DVC000136,24/11/2014,180,28.8
DVC000137,25/11/2014,2270.88,363.34
DVC000138,25/11/2014,360,57.6
DVC000139,26/11/2014,258.82,41.41
DVC000140,27/11/2014,4059.68,649.55
DVC000141,28/11/2014,9487.09,1517.93
DVC000142,01/12/2014,1341.7,214.67
DVC000143,02/12/2014,890,142.4
DVC000144,03/12/2014,161.2,25.79
DVC000145,04/12/2014,190,30.4
DVC000146,04/12/2014,20712.46,3313.99
DVC000147,04/12/2014,389556.85,62329.1
DVC000148,05/12/2014,1010.88,161.74
DVC000149,05/12/2014,291.2,46.59
DVC000150,05/12/2014,861.12,137.78
DVC000151,05/12/2014,4530.16,724.83
DVC000152,10/12/2014,350,56
DVC000153,10/12/2014,561.6,89.86
DVC000154,10/12/2014,2303.6,368.58
DVC000155,10/12/2014,495.04,79.21
DVC000156,12/12/2014,188,30.08
DVC000157,12/12/2014,227.09,36.33
DVC000158,12/12/2014,3216.78,514.68
DVC000159,17/12/2014,16275.16,2604.03
DVC000160,19/12/2014,9518.93,1523.03
DVC000161,22/12/2014,1600.57,256.09
DVC000162,22/12/2014,161.2,25.79
DVC000163,30/12/2014,1197.3,191.57
DVC000164,30/12/2014,352.4,56.38
DVC000165,30/12/2014,17246.31,2759.41
DVC000166,31/12/2014,6507.48,1041.2
DVC000167,31/12/2014,2934.36,469.5
DVC000168,31/12/2014,1630.19,260.83
DVC000169,31/12/2014,3216.78,514.68
DVC000170,05/01/2015,9967.6,1594.82
DVC000171,05/01/2015,609,97.44
DVC000172,06/01/2015,3184.28,509.48
DVC000173,06/01/2015,5037.36,805.98
DVC000174,07/01/2015,1555.62,248.9
DVC000175,08/01/2015,8588.44,1374.15
DVC000176,08/01/2015,5776.24,924.2
DVC000177,12/01/2015,5324.8,851.97
DVC000178,13/01/2015,280.8,44.93
DVC000179,14/01/2015,16278.8,2604.61
DVC000180,14/01/2015,143.26,22.92
DVC000181,19/01/2015,192.92,30.87
DVC000182,20/01/2015,3761.42,601.83
DVC000183,20/01/2015,1010.94,161.75
DVC000184,20/01/2015,3471.41,555.43
DVC000185,20/01/2015,4015,642.4
DVC000186,21/01/2015,3316.13,530.58
DVC000187,21/01/2015,4869.12,779.06
DVC000188,21/01/2015,360,57.6
DVC000189,26/01/2015,477.36,76.38
DVC000190,26/01/2015,6635.2,1061.63
DVC000191,30/01/2015,15807.59,2529.21
DVC000192,30/01/2015,3720,595.2
DVC000193,05/02/2015,842.4,134.78
DVC000194,05/02/2015,1168.12,186.9
DVC000195,05/02/2015,301.6,48.26
DVC000196,05/02/2015,551.2,88.19
DVC000197,06/02/2015,8676.4,1388.22
DVC000198,09/02/2015,27671.41,4427.43
DVC000199,09/02/2015,852.8,136.45
DVC000200,16/02/2015,5071.68,811.47
DVC000201,17/02/2015,551.2,88.19
DVC000202,17/02/2015,1710.8,273.73
DVC000203,17/02/2015,477.36,76.38
DVC000204,17/02/2015,477.36,76.38
DVC000205,18/02/2015,1936.48,309.84
DVC000206,18/02/2015,1047.28,167.56
DVC000207,20/02/2015,413.81,66.21
DVC000208,23/02/2015,2090.56,334.49
DVC000209,24/02/2015,380,60.8
DVC000210,24/02/2015,529.2,84.67
DVC000211,24/02/2015,49008.18,7841.31
DVC000212,26/02/2015,2155.17,344.83
DVC000213,26/02/2015,360,57.6
DVC000214,26/02/2015,1080,172.8
DVC000215,27/02/2015,1489.51,238.32
DVC000216,03/03/2015,2255.65,360.9
DVC000217,03/03/2015,170,27.2
DVC000218,05/03/2015,3686.8,589.89
DVC000219,06/03/2015,13097.97,2095.68
DVC000220,06/03/2015,291.2,46.59
DVC000221,10/03/2015,85.34,13.65
DVC000222,10/03/2015,258.96,41.43
DVC000223,10/03/2015,380,60.8
DVC000224,13/03/2015,283.71,45.39
DVC000225,17/03/2015,348.88,55.82
DVC000226,17/03/2015,3793.28,606.92
DVC000227,18/03/2015,8760.99,1401.76
DVC000228,18/03/2015,301.6,48.26
DVC000229,20/03/2015,740,118.4
DVC000230,23/03/2015,11404.27,1824.68
DVC000231,23/03/2015,9013.67,1442.19
DVC000232,23/03/2015,23330.25,3732.84
DVC000233,23/03/2015,75417.93,12066.87
DVC000234,23/03/2015,3970.2,635.23
DVC000235,24/03/2015,2255.65,360.9
DVC000236,24/03/2015,1795.2,287.23
DVC000237,31/03/2015,540.8,86.53
DVC000238,07/04/2015,460.32,73.65
DVC000239,08/04/2015,936,149.76
DVC000240,08/04/2015,203.84,32.61
DVC000241,10/04/2015,3773.94,603.83
DVC000242,10/04/2015,1071.6,171.46
DVC000243,10/04/2015,180,28.8
DVC000244,16/04/2015,7843.68,1254.99
DVC000245,20/04/2015,24903.3,3984.53
DVC000246,20/04/2015,360,57.6
DVC000247,21/04/2015,585,93.6
DVC000248,22/04/2015,33849.92,5415.99
DVC000249,22/04/2015,7743.84,1239.01
DVC000250,22/04/2015,418.6,66.98
DVC000251,23/04/2015,235.76,37.72
DVC000252,23/04/2015,2030.67,324.91
DVC000253,23/04/2015,132,21.12
DVC000254,30/04/2015,195,31.2
DVC000255,04/05/2015,2123.93,339.83
DVC000256,05/05/2015,150,24
DVC000257,06/05/2015,742.56,118.81
DVC000258,06/05/2015,397,63.52
DVC000259,07/05/2015,187,29.92
DVC000260,07/05/2015,187,29.92
DVC000261,07/05/2015,3096,495.36
DVC000262,08/05/2015,1230,196.8
DVC000263,14/05/2015,1320.72,211.32
DVC000264,15/05/2015,93.5,14.96
DVC000265,15/05/2015,78.5,12.56
DVC000266,15/05/2015,172.4,27.58
DVC000267,15/05/2015,540.8,86.53
DVC000268,18/05/2015,0,0
DVC000269,19/05/2015,29146.56,4663.45
DVC000270,19/05/2015,3405.57,544.89
DVC000271,19/05/2015,885,141.6
DVC000272,20/05/2015,9317.5,1490.8
DVC000273,21/05/2015,30247.46,4839.59
DVC000274,21/05/2015,7360.55,1177.69
DVC000275,21/05/2015,2483.68,397.39
DVC000276,21/05/2015,3474.43,555.91
DVC000277,21/05/2015,66729.89,10676.78
DVC000278,21/05/2015,995.28,159.24
DVC000279,21/05/2015,138465,22154.4
DVC000280,22/05/2015,9128,1460.48
DVC000281,22/05/2015,540.8,86.53
DVC000282,22/05/2015,540.8,86.53
DVC000283,22/05/2015,1414.4,226.3
DVC000284,25/05/2015,780,124.8
DVC000285,25/05/2015,78.5,12.56
DVC000286,26/05/2015,390,62.4
DVC000287,27/05/2015,10094.6,1615.14
DVC000288,28/05/2015,182,29.12
DVC000289,28/05/2015,177,28.32
DVC000290,29/05/2015,580.1,92.82
DVC000291,01/06/2015,295,47.2
DVC000292,01/06/2015,706.5,113.04
DVC000293,02/06/2015,215,34.4
DVC000294,02/06/2015,4283.55,685.37
DVC000295,04/06/2015,157,25.12
DVC000296,05/06/2015,0,0
DVC000297,05/06/2015,4338.92,694.23
DVC000298,05/06/2015,0,0
DVC000299,08/06/2015,2048.84,327.81
DVC000300,08/06/2015,195,31.2
DVC000301,08/06/2015,177,28.32
DVC000302,08/06/2015,258.6,41.38
DVC000303,08/06/2015,235.5,37.68
DVC000304,10/06/2015,3460,553.6
DVC000305,11/06/2015,5459.06,873.45
DVC000306,17/06/2015,2658.6,425.38
DVC000307,18/06/2015,250.9,40.14
DVC000308,18/06/2015,21883.91,3501.43
DVC000309,22/06/2015,195,31.2
DVC000310,23/06/2015,1318.5,210.96
DVC000311,23/06/2015,4490.64,718.5
DVC000312,24/06/2015,2412.5,386
DVC000313,25/06/2015,3315,530.4
DVC000314,25/06/2015,354,56.64
DVC000315,26/06/2015,3365,538.4
DVC000316,30/06/2015,531,84.96
DVC000317,03/07/2015,185,29.6
DVC000318,03/07/2015,187,29.92
DVC000319,03/07/2015,30421.8,4867.49
DVC000320,03/07/2015,6582.73,1053.24
DVC000321,03/07/2015,22759.3,3641.49
DVC000322,03/07/2015,22759.3,3641.49
DVC000323,06/07/2015,3150,504
DVC000324,08/07/2015,599,95.84
DVC000325,08/07/2015,101.2,16.19
DVC000326,10/07/2015,1726.4,276.22
DVC000327,10/07/2015,202.4,32.38
DVC000328,10/07/2015,7078.1,1132.5
DVC000329,15/07/2015,4764.6,762.34
DVC000330,15/07/2015,185,29.6
DVC000331,17/07/2015,116612,18657.92
DVC000332,17/07/2015,286713,45874.08
DVC000333,17/07/2015,182,29.12
DVC000334,17/07/2015,492.8,78.85
DVC000335,21/07/2015,116612,18657.92
DVC000336,21/07/2015,286713,45874.08
DVC000337,29/07/2015,5947,951.52
DVC000338,30/07/2015,1026.7,164.27
DVC000339,31/07/2015,879,140.64
DVC000340,31/07/2015,336.8,53.89
DVC000341,31/07/2015,1123.6,179.78
DVC000342,03/08/2015,771.12,123.38
DVC000343,04/08/2015,3620.68,579.31
DVC000344,04/08/2015,344.8,55.17
DVC000345,04/08/2015,78.5,12.56
DVC000346,05/08/2015,290,46.4
DVC000347,05/08/2015,556,88.96
DVC000348,06/08/2015,322.4,51.58
DVC000349,07/08/2015,322.4,51.58
DVC000350,07/08/2015,1955.2,312.83
DVC000351,10/08/2015,579.12,92.66
DVC000352,10/08/2015,291.2,46.59
DVC000353,11/08/2015,78.5,12.56
DVC000354,11/08/2015,195,31.2
DVC000355,13/08/2015,210,33.6
DVC000356,14/08/2015,86.2,13.79
DVC000357,17/08/2015,1540,246.4
DVC000358,17/08/2015,3064.9,490.38
DVC000359,17/08/2015,5097.06,815.53
DVC000360,19/08/2015,484.5,77.52
DVC000361,19/08/2015,727.58,116.41
DVC000362,20/08/2015,538.3,86.13
DVC000363,21/08/2015,309,49.44
DVC000364,21/08/2015,78.5,12.56
DVC000365,21/08/2015,78.5,12.56
DVC000366,24/08/2015,2715,434.4
DVC000367,26/08/2015,1608.5,257.36
DVC000368,28/08/2015,75,12
DVC000369,01/09/2015,78.5,12.56
DVC000370,02/09/2015,508.3,81.33
DVC000371,02/09/2015,66.5,10.64
DVC000372,04/09/2015,7829.88,1252.78
DVC000373,07/09/2015,187,29.92
DVC000374,08/09/2015,18706.29,2993.01
DVC000375,08/09/2015,15859.46,2537.51
DVC000376,08/09/2015,385.56,61.69
DVC000377,08/09/2015,303.86,48.62
DVC000378,08/09/2015,1496.7,239.47
DVC000379,09/09/2015,4574.7,731.95
DVC000380,09/09/2015,14683.81,2349.41
DVC000381,09/09/2015,3186.21,509.79
DVC000382,09/09/2015,2145.52,343.28
DVC000383,09/09/2015,5664.61,906.34
DVC000384,09/09/2015,182,29.12
DVC000385,09/09/2015,728,116.48
DVC000386,10/09/2015,314,50.24
DVC000387,11/09/2015,385.56,61.69
DVC000388,11/09/2015,318.42,50.95
DVC000389,11/09/2015,860,137.6
DVC000390,17/09/2015,6697.08,1071.53
DVC000391,17/09/2015,1769.04,283.05
DVC000392,18/09/2015,900,144
DVC000393,18/09/2015,531,84.96
DVC000394,21/09/2015,2525,404
DVC000395,21/09/2015,1255,200.8
DVC000396,25/09/2015,440,70.4
DVC000397,25/09/2015,299,47.84
DVC000398,29/09/2015,85,13.6
DVC000399,30/09/2015,800.8,128.13
DVC000400,30/09/2015,780,124.8
DVC000401,30/09/2015,480,76.8
DVC000402,01/10/2015,6232,997.12
DVC000403,02/10/2015,65,10.4
DVC000404,05/10/2015,1414.4,226.3
DVC000405,05/10/2015,1414.4,226.3
DVC000406,05/10/2015,1404,224.64
DVC000407,05/10/2015,1398.8,223.81
DVC000408,05/10/2015,1398.8,223.81
DVC000409,05/10/2015,875,140
DVC000410,05/10/2015,858,137.28
DVC000411,05/10/2015,540.8,86.53
DVC000412,05/10/2015,900,144
DVC000413,05/10/2015,540.8,86.53
DVC000414,05/10/2015,1414.4,226.3
DVC000415,05/10/2015,1154.4,184.7
DVC000416,05/10/2015,1467.8,234.85
DVC000417,05/10/2015,1445.6,231.3
DVC000418,05/10/2015,1445.6,231.3
DVC000419,05/10/2015,1497.8,239.65
DVC000420,05/10/2015,1230,196.8
DVC000421,06/10/2015,1537.2,245.95
DVC000422,06/10/2015,1143.58,182.97
DVC000423,06/10/2015,6232,997.12
DVC000424,06/10/2015,456,72.96
DVC000425,06/10/2015,85,13.6
DVC000426,07/10/2015,6340.4,1014.46
DVC000427,07/10/2015,7989.03,1278.24
DVC000428,08/10/2015,1115,178.4
DVC000429,08/10/2015,690.6,110.5
DVC000430,08/10/2015,3080.58,492.89
DVC000431,08/10/2015,2002.97,320.48
DVC000432,08/10/2015,9403.69,1504.59
DVC000433,08/10/2015,2026.59,324.25
DVC000434,08/10/2015,330.23,52.84
DVC000435,08/10/2015,5046.6,807.46
DVC000436,08/10/2015,4328.14,692.5
DVC000437,09/10/2015,1017.19,162.75
DVC000438,12/10/2015,251.55,40.25
DVC000439,13/10/2015,357,57.12
DVC000440,13/10/2015,187,29.92
DVC000441,13/10/2015,187,29.92
DVC000442,13/10/2015,1484,237.44
DVC000443,13/10/2015,86.2,13.79
DVC000444,13/10/2015,340,54.4
DVC000445,14/10/2015,1136.36,181.82
DVC000446,15/10/2015,399,63.84
DVC000447,15/10/2015,299.2,47.87
DVC000448,15/10/2015,1746,279.36
DVC000449,16/10/2015,220,35.2
DVC000450,16/10/2015,895,143.2
DVC000451,19/10/2015,95,15.2
DVC000452,20/10/2015,251.55,40.25
DVC000453,20/10/2015,410,65.6
DVC000454,22/10/2015,340,54.4
DVC000455,22/10/2015,340,54.4
DVC000456,26/10/2015,305,48.8
DVC000457,26/10/2015,224,35.84
DVC000458,26/10/2015,930,148.8
DVC000459,28/10/2015,561,89.76
DVC000460,29/10/2015,2257.58,361.21
DVC000461,02/11/2015,345.3,55.25
DVC000462,02/11/2015,151.2,24.19
DVC000463,02/11/2015,5263.25,842.12
DVC000464,02/11/2015,1295,207.2
DVC000465,03/11/2015,85,13.6
DVC000466,03/11/2015,1290,206.4
DVC000467,03/11/2015,220.5,35.28
DVC000468,04/11/2015,1614,258.24
DVC000469,04/11/2015,85,13.6
DVC000470,05/11/2015,325,52
DVC000471,09/11/2015,800,128
DVC000472,10/11/2015,3949.43,631.91
DVC000473,10/11/2015,3101.09,496.17
DVC000474,10/11/2015,2716.55,434.65
DVC000475,10/11/2015,420.73,67.32
DVC000476,10/11/2015,215,34.4
DVC000477,10/11/2015,215,34.4
DVC000478,10/11/2015,195,31.2
DVC000479,11/11/2015,138,22.08
DVC000480,11/11/2015,404,64.64
DVC000481,11/11/2015,335,53.6
DVC000482,11/11/2015,515,82.4
DVC000483,11/11/2015,660,105.6
DVC000484,13/11/2015,138,22.08
DVC000485,13/11/2015,440,70.4
DVC000486,17/11/2015,5590,894.4
DVC000487,18/11/2015,200.9,32.14
DVC000488,18/11/2015,195,31.2
DVC000489,18/11/2015,915,146.4
DVC000490,19/11/2015,1461.72,233.88
DVC000491,19/11/2015,870,139.2
DVC000492,24/11/2015,995,159.2
DVC000493,24/11/2015,305,48.8
DVC000494,26/11/2015,390,62.4
DVC000495,27/11/2015,0,0
DVC000496,27/11/2015,0,0
DVC000497,27/11/2015,0,0
DVC000498,30/11/2015,345.3,55.25
DVC000499,30/11/2015,690.6,110.5
DVC000500,30/11/2015,510,81.6
DVC000501,30/11/2015,215,34.4
DVC000502,03/12/2015,1074.5,171.92
DVC000503,03/12/2015,187,29.92
DVC000504,04/12/2015,192,30.72
DVC000505,08/12/2015,93767.62,15002.82
DVC000506,08/12/2015,21687.75,3470.04
DVC000507,08/12/2015,8930.25,1428.84
DVC000508,09/12/2015,1190,190.4
DVC000509,09/12/2015,204,32.64
DVC000510,09/12/2015,12375,1980
DVC000511,09/12/2015,660,105.6
DVC000512,09/12/2015,14865.9,2378.54
DVC000513,10/12/2015,389,62.24
DVC000514,10/12/2015,187,29.92
DVC000515,11/12/2015,970,155.2
DVC000516,11/12/2015,728.98,116.64
DVC000517,14/12/2015,332,53.12
DVC000518,14/12/2015,6043.13,966.9
DVC000519,15/12/2015,61131.68,9781.07
DVC000520,17/12/2015,5424.3,867.89
DVC000521,17/12/2015,410,65.6
DVC000522,21/12/2015,124.8,19.97
DVC000523,28/12/2015,765,122.4
DVC000524,28/12/2015,170,27.2
DVC000525,28/12/2015,85,13.6
DVC000526,29/12/2015,2026.59,324.25
DVC000527,30/12/2015,6921.3,1107.41
DVC000528,05/01/2016,3140,502.4
DVC000529,12/01/2016,720,115.2
DVC000530,13/01/2016,295,47.2
DVC000531,15/01/2016,155,24.8
DVC000532,21/01/2016,20332,3253.12
DVC000533,22/01/2016,320,51.2
DVC000534,22/01/2016,765,122.4
DVC000535,25/01/2016,5980,956.8
DVC000536,26/01/2016,434,69.44
DVC000537,26/01/2016,620,99.2
DVC000538,26/01/2016,850.5,136.08
DVC000539,27/01/2016,350,56
DVC000540,28/01/2016,310,49.6
DVC000541,28/01/2016,640,102.4
DVC000542,28/01/2016,1540,246.4
DVC000543,28/01/2016,300,48
DVC000544,29/01/2016,1260,201.6
DVC000545,04/02/2016,620,99.2
DVC000546,04/02/2016,1240,198.4
DVC000547,04/02/2016,340,54.4
DVC000548,09/02/2016,621,99.36
DVC000549,10/02/2016,17212.5,2754
DVC000550,10/02/2016,18639,2982.24
DVC000551,11/02/2016,374,59.84
DVC000552,11/02/2016,4387.46,701.99
DVC000553,11/02/2016,660,105.6
DVC000554,11/02/2016,96702.77,15472.44
DVC000555,11/02/2016,1118.4,178.94
DVC000556,11/02/2016,561.2,89.79
DVC000557,12/02/2016,410,65.6
DVC000558,15/02/2016,548.86,87.82
DVC000559,16/02/2016,160,25.6
DVC000560,16/02/2016,315,50.4
DVC000561,16/02/2016,187,29.92
DVC000562,18/02/2016,498,79.68
DVC000563,23/02/2016,1686.25,269.8
DVC000564,23/02/2016,355.3,56.85
DVC000565,24/02/2016,4096,655.36
DVC000566,24/02/2016,1650,264
DVC000567,29/02/2016,1640,262.4
DVC000568,29/02/2016,445.11,71.22
DVC000569,29/02/2016,197,31.52
DVC000570,25/02/2016,64.6,10.34
DVC000571,29/02/2016,64.6,10.34
DVC000572,02/03/2016,2160,345.6
DVC000573,02/03/2016,599900,95984
DVC000574,03/03/2016,515,82.4
DVC000575,03/03/2016,1172,187.52
DVC000576,03/03/2016,18318,2930.88
DVC000577,03/03/2016,85,13.6
DVC000578,04/03/2016,401.64,64.26
DVC000579,04/03/2016,258.05,41.29
DVC000580,04/03/2016,138,22.08
DVC000581,04/03/2016,255,40.8
DVC000582,07/03/2016,965,154.4
DVC000583,08/03/2016,3960,633.6
DVC000584,09/03/2016,290,46.4
DVC000585,09/03/2016,217,34.72
DVC000586,10/03/2016,83,13.28
DVC000587,10/03/2016,283.5,45.36
DVC000588,10/03/2016,4260,681.6
DVC000589,10/03/2016,1545,247.2
DVC000590,11/03/2016,220,35.2
DVC000591,17/03/2016,648,103.68
DVC000592,18/03/2016,402,64.32
DVC000593,18/03/2016,170,27.2
DVC000594,22/03/2016,610,97.6
DVC000595,22/03/2016,315,50.4
DVC000596,29/03/2016,220,35.2
DVC000597,01/04/2016,7782.4,1245.18
DVC000598,04/04/2016,2479.5,396.72
DVC000599,04/04/2016,2510,401.6
DVC000600,04/04/2016,177.65,28.42
DVC000601,04/04/2016,788,126.08
DVC000602,04/04/2016,197,31.52
DVC000603,05/04/2016,780,124.8
DVC000604,07/04/2016,11490,1838.4
DVC000605,08/04/2016,404,64.64
DVC000606,08/04/2016,3024,483.84
DVC000607,08/04/2016,198.85,31.82
DVC000608,08/04/2016,188.16,30.11
DVC000609,12/04/2016,370.5,59.28
DVC000610,12/04/2016,192,30.72
DVC000611,12/04/2016,374.3,59.89
DVC000612,12/04/2016,763,122.08
DVC000613,14/04/2016,816.96,130.71
DVC000614,07/03/2016,17212.5,2754
DVC000615,18/04/2016,17212.5,2754
DVC000616,20/04/2016,340,54.4
DVC000617,20/04/2016,190,30.4
DVC000618,20/04/2016,1845,295.2
DVC000619,20/04/2016,635,101.6
DVC000620,21/04/2016,500,80
DVC000621,22/04/2016,1680,268.8
DVC000622,22/04/2016,194.75,31.16
DVC000623,22/04/2016,7296,1167.36
DVC000624,25/04/2016,440,70.4
DVC000625,25/04/2016,315,50.4
DVC000626,27/04/2016,1595,255.2
DVC000627,27/04/2016,800.4,128.06
DVC000628,29/04/2016,205,32.8
DVC000629,03/05/2016,315,50.4
DVC000630,04/05/2016,408.5,65.36
DVC000631,04/05/2016,1580,252.8
DVC000632,05/05/2016,630,100.8
DVC000633,05/05/2016,678,108.48
DVC000634,06/05/2016,948.22,151.72
DVC000635,06/05/2016,871.5,139.44
DVC000636,06/05/2016,374,59.84
DVC000637,06/05/2016,220,35.2
DVC000638,06/05/2016,315,50.4
DVC000639,06/05/2016,515,82.4
DVC000640,06/05/2016,780,124.8
DVC000641,09/05/2016,1545,247.2
DVC000642,09/05/2016,1525,244
DVC000643,11/05/2016,192,30.72
DVC000644,11/05/2016,200.9,32.14
DVC000645,12/05/2016,540.55,86.49
DVC000646,12/05/2016,1455,232.8
DVC000647,16/05/2016,308,49.28
DVC000648,17/05/2016,560,89.6
DVC000649,18/05/2016,205,32.8
DVC000650,18/05/2016,1628,260.48
DVC000651,18/05/2016,154,24.64
DVC000652,19/05/2016,861874.11,137899.86
DVC000653,19/05/2016,85,13.6
DVC000654,20/05/2016,138,22.08
DVC000655,20/05/2016,2893,462.88
DVC000656,23/05/2016,374,59.84
DVC000657,23/05/2016,650,104
DVC000658,23/05/2016,1798.33,287.73
DVC000659,23/05/2016,250.75,40.12
DVC000660,26/05/2016,187,29.92
DVC000661,26/05/2016,197,31.52
DVC000662,27/05/2016,315,50.4
DVC000663,27/05/2016,9900,1584
DVC000664,02/06/2016,644,103.04
DVC000665,09/06/2016,1190,190.4
DVC000666,09/06/2016,1845,295.2
DVC000667,10/06/2016,390,62.4
DVC000668,10/06/2016,187,29.92
DVC000669,10/06/2016,2317.68,370.83
DVC000670,10/06/2016,6555.28,1048.84
DVC000671,13/06/2016,1225.44,196.07
DVC000672,13/06/2016,235,37.6
DVC000673,13/06/2016,337.44,53.99
DVC000674,15/06/2016,187.15,29.94
DVC000675,15/06/2016,1298,207.68
DVC000676,16/06/2016,170,27.2
DVC000677,17/06/2016,235,37.6
DVC000678,17/06/2016,207,33.12
DVC000679,17/06/2016,305,48.8
DVC000680,20/06/2016,2007,321.12
DVC000681,20/06/2016,348,55.68
DVC000682,04/07/2016,389.5,62.32
DVC000683,04/07/2016,194.75,31.16
