ID,DATE,AMOUNT,TAXES
CUL009129,12/05/2016,7854,1256.64
CUL009130,12/05/2016,205,32.8
CUL009131,12/05/2016,205,32.8
CUL009132,12/05/2016,800,128
CUL009133,12/05/2016,374,59.84
CUL009134,12/05/2016,225,36
CUL009135,12/05/2016,4595,735.2
CUL009136,12/05/2016,529.2,84.67
CUL009137,12/05/2016,495.6,79.3
CUL009138,12/05/2016,2214,354.24
CUL009139,12/05/2016,1183,189.28
CUL009140,12/05/2016,310,49.6
CUL009141,12/05/2016,512.4,81.98
CUL009142,12/05/2016,5280.55,844.89
CUL009143,12/05/2016,10545.36,1687.26
CUL009144,12/05/2016,79,12.64
CUL009145,12/05/2016,9355.6,1496.9
CUL009146,12/05/2016,15579.05,2492.65
CUL009147,13/05/2016,197,31.52
CUL009148,13/05/2016,2945,471.2
CUL009149,13/05/2016,5694.8,911.17
CUL009150,13/05/2016,935,149.6
CUL009151,13/05/2016,3285,525.6
CUL009152,13/05/2016,410,65.6
CUL009153,13/05/2016,2102.1,336.34
CUL009154,13/05/2016,1820,291.2
CUL009155,13/05/2016,3077.6,492.42
CUL009156,13/05/2016,2774,443.84
CUL009157,13/05/2016,195,31.2
CUL009158,13/05/2016,4618,738.88
CUL009159,13/05/2016,587.02,93.92
CUL009160,13/05/2016,410,65.6
CUL009161,13/05/2016,1624,259.84
CUL009162,13/05/2016,576,92.16
CUL009163,13/05/2016,394,63.04
CUL009164,13/05/2016,788,126.08
CUL009165,13/05/2016,1174,187.84
CUL009166,13/05/2016,597,95.52
CUL009167,13/05/2016,459,73.44
CUL009168,13/05/2016,2363,378.08
CUL009169,13/05/2016,6610,1057.6
CUL009170,13/05/2016,1015,162.4
CUL009171,13/05/2016,160,25.6
CUL009172,13/05/2016,521,83.36
CUL009173,13/05/2016,410,65.6
CUL009174,13/05/2016,816.96,130.71
CUL009175,13/05/2016,1392.81,222.85
CUL009176,13/05/2016,737.2,117.95
CUL009177,13/05/2016,192,30.72
CUL009178,13/05/2016,6721.4,1075.42
CUL009179,13/05/2016,9793.92,1567.03
CUL009180,13/05/2016,13295,2127.2
CUL009181,13/05/2016,6555.28,1048.84
CUL009182,13/05/2016,2317.68,370.83
CUL009183,13/05/2016,1977.24,316.36
CUL009184,13/05/2016,2160.44,345.67
CUL009185,13/05/2016,2250,360
CUL009186,13/05/2016,1485,237.6
CUL009187,13/05/2016,462,73.92
CUL009188,13/05/2016,206.5,33.04
CUL009189,13/05/2016,8494.1,1359.06
CUL009190,13/05/2016,602,96.32
CUL009191,13/05/2016,1640,262.4
CUL009192,13/05/2016,410,65.6
CUL009193,13/05/2016,197,31.52
CUL009194,13/05/2016,5445,871.2
CUL009195,16/05/2016,3357.4,537.18
CUL009196,16/05/2016,2303.26,368.52
CUL009197,16/05/2016,410,65.6
CUL009198,16/05/2016,1233,197.28
CUL009199,16/05/2016,38388,6142.08
CUL009200,16/05/2016,205,32.8
CUL009201,16/05/2016,308,49.28
CUL009202,16/05/2016,1798.33,287.73
CUL009203,16/05/2016,2941.35,470.62
CUL009204,16/05/2016,2196,351.36
CUL009205,17/05/2016,1024.8,163.97
CUL009206,17/05/2016,512.4,81.98
CUL009207,17/05/2016,2612.4,417.98
CUL009208,17/05/2016,495.6,79.3
CUL009209,17/05/2016,80,12.8
CUL009210,17/05/2016,852.65,136.42
CUL009211,17/05/2016,384.54,61.53
CUL009212,17/05/2016,1823,291.68
CUL009213,17/05/2016,824,131.84
CUL009214,17/05/2016,382.2,61.15
CUL009215,17/05/2016,788,126.08
CUL009216,17/05/2016,9040,1446.4
CUL009217,17/05/2016,290,46.4
CUL009218,17/05/2016,190,30.4
CUL009219,17/05/2016,2050,328
CUL009220,17/05/2016,2747,439.52
CUL009221,17/05/2016,1518,242.88
CUL009222,17/05/2016,27387.4,4381.98
CUL009223,17/05/2016,1040,166.4
CUL009224,17/05/2016,170,27.2
CUL009225,17/05/2016,289,46.24
CUL009226,17/05/2016,170,27.2
CUL009227,18/05/2016,324,51.84
CUL009228,18/05/2016,1070,171.2
CUL009229,18/05/2016,4079,652.64
CUL009230,18/05/2016,197,31.52
CUL009231,18/05/2016,1733,277.28
CUL009232,18/05/2016,3844,615.04
CUL009233,18/05/2016,4171,667.36
CUL009234,18/05/2016,681,108.96
CUL009235,18/05/2016,1025,164
CUL009236,18/05/2016,3983,637.28
CUL009237,18/05/2016,2255,360.8
CUL009238,18/05/2016,1447,231.52
CUL009239,18/05/2016,1978,316.48
CUL009240,18/05/2016,1502,240.32
CUL009241,18/05/2016,12315.6,1970.5
CUL009242,18/05/2016,2259,361.44
CUL009243,18/05/2016,282,45.12
CUL009244,18/05/2016,1207.68,193.23
CUL009245,18/05/2016,98.99,15.84
CUL009246,18/05/2016,250.75,40.12
CUL009247,18/05/2016,2384.25,381.48
CUL009248,18/05/2016,3475,556
CUL009249,18/05/2016,210,33.6
CUL009250,18/05/2016,2296,367.36
CUL009251,18/05/2016,15754.8,2520.77
CUL009252,18/05/2016,11687.85,1870.06
CUL009253,18/05/2016,585,93.6
CUL009254,18/05/2016,14734.8,2357.57
CUL009255,19/05/2016,308,49.28
CUL009256,19/05/2016,192,30.72
CUL009257,19/05/2016,276,44.16
CUL009258,19/05/2016,599,95.84
CUL009259,19/05/2016,3007,481.12
CUL009260,19/05/2016,187,29.92
CUL009261,19/05/2016,902,144.32
CUL009262,19/05/2016,2642,422.72
CUL009263,19/05/2016,8200,1312
CUL009264,19/05/2016,4001,640.16
CUL009265,19/05/2016,2099,335.84
CUL009266,19/05/2016,0,0
CUL009267,19/05/2016,2256,360.96
CUL009268,19/05/2016,4099.2,655.87
CUL009269,19/05/2016,63.9,10.22
CUL009270,19/05/2016,5476.8,876.29
CUL009271,19/05/2016,1039,166.24
CUL009272,19/05/2016,69720,11155.2
CUL009273,19/05/2016,24.96,3.99
CUL009274,19/05/2016,192,30.72
CUL009275,19/05/2016,410,65.6
CUL009276,20/05/2016,346.5,55.44
CUL009277,20/05/2016,170,27.2
CUL009278,20/05/2016,650,104
CUL009279,20/05/2016,330,52.8
CUL009280,20/05/2016,3385,541.6
CUL009281,20/05/2016,336,53.76
CUL009282,20/05/2016,4185.85,669.74
CUL009283,20/05/2016,3792,606.72
CUL009284,20/05/2016,392,62.72
CUL009285,20/05/2016,615,98.4
CUL009286,20/05/2016,390,62.4
CUL009287,20/05/2016,10814,1730.24
CUL009288,20/05/2016,5940,950.4
CUL009289,20/05/2016,3403.64,544.58
CUL009290,20/05/2016,1200,192
CUL009291,20/05/2016,19325,3092
CUL009292,20/05/2016,389,62.24
CUL009293,20/05/2016,197,31.52
CUL009294,20/05/2016,805,128.8
CUL009295,20/05/2016,18864,3018.24
CUL009296,20/05/2016,190,30.4
CUL009297,20/05/2016,315,50.4
CUL009298,20/05/2016,768,122.88
CUL009299,20/05/2016,315,50.4
CUL009300,20/05/2016,197,31.52
CUL009301,20/05/2016,850,136
CUL009302,20/05/2016,615,98.4
CUL009303,23/05/2016,40,6.4
CUL009304,23/05/2016,440,70.4
CUL009305,23/05/2016,2599,415.84
CUL009306,23/05/2016,526,84.16
CUL009307,23/05/2016,1649,263.84
CUL009308,23/05/2016,1344,215.04
CUL009309,23/05/2016,2049.08,327.85
CUL009310,23/05/2016,510,81.6
CUL009311,23/05/2016,5310,849.6
CUL009312,24/05/2016,16086.4,2573.82
CUL009313,24/05/2016,2150,344
CUL009314,24/05/2016,394,63.04
CUL009315,24/05/2016,187,29.92
CUL009316,24/05/2016,2335,373.6
CUL009317,24/05/2016,788,126.08
CUL009318,24/05/2016,205,32.8
CUL009319,24/05/2016,430,68.8
CUL009320,24/05/2016,2257,361.12
CUL009321,24/05/2016,192,30.72
CUL009322,24/05/2016,2824,451.84
CUL009323,24/05/2016,318.5,50.96
CUL009324,24/05/2016,2354,376.64
CUL009325,24/05/2016,3399.65,543.94
CUL009326,24/05/2016,79,12.64
CUL009327,24/05/2016,7242.4,1158.78
CUL009328,24/05/2016,315,50.4
CUL009329,24/05/2016,12913.5,2066.16
CUL009330,24/05/2016,360,57.6
CUL009331,24/05/2016,3720.35,595.26
CUL009332,24/05/2016,20,3.2
CUL009333,25/05/2016,1182,189.12
CUL009334,25/05/2016,1644,263.04
CUL009335,25/05/2016,1551,248.16
CUL009336,25/05/2016,1214,194.24
CUL009337,25/05/2016,439,70.24
CUL009338,25/05/2016,1461,233.76
CUL009339,25/05/2016,1146.6,183.46
CUL009340,25/05/2016,1289,206.24
CUL009341,25/05/2016,630,100.8
CUL009342,25/05/2016,2225,356
CUL009343,25/05/2016,1500,240
CUL009344,25/05/2016,2334,373.44
CUL009345,25/05/2016,945,151.2
CUL009346,25/05/2016,6219.95,995.19
CUL009347,25/05/2016,10326.74,1652.28
CUL009348,25/05/2016,340,54.4
CUL009349,25/05/2016,433,69.28
CUL009350,25/05/2016,70,11.2
CUL009351,25/05/2016,85,13.6
CUL009352,25/05/2016,170,27.2
CUL009353,25/05/2016,14820.95,2371.35
CUL009354,25/05/2016,170,27.2
CUL009355,26/05/2016,1402.5,224.4
CUL009356,26/05/2016,1263.75,202.2
CUL009357,26/05/2016,1714.2,274.27
CUL009358,26/05/2016,3136,501.76
CUL009359,26/05/2016,5018,802.88
CUL009360,26/05/2016,1825,292
CUL009361,26/05/2016,619,99.04
CUL009362,26/05/2016,374,59.84
CUL009363,26/05/2016,1004,160.64
CUL009364,26/05/2016,340,54.4
CUL009365,26/05/2016,576,92.16
CUL009366,26/05/2016,935,149.6
CUL009367,26/05/2016,945,151.2
CUL009368,26/05/2016,197,31.52
CUL009369,26/05/2016,0,0
CUL009370,26/05/2016,1845,295.2
CUL009371,26/05/2016,410,65.6
CUL009372,26/05/2016,182.2,29.15
CUL009373,26/05/2016,4670,747.2
CUL009374,27/05/2016,1178,188.48
CUL009375,27/05/2016,680,108.8
CUL009376,27/05/2016,4033,645.28
CUL009377,27/05/2016,9900,1584
CUL009378,27/05/2016,2415.6,386.5
CUL009379,27/05/2016,205,32.8
CUL009380,27/05/2016,615,98.4
CUL009381,27/05/2016,10,1.6
CUL009382,27/05/2016,1190,190.4
CUL009383,27/05/2016,9900,1584
CUL009384,27/05/2016,401.8,64.29
CUL009385,27/05/2016,494,79.04
CUL009386,27/05/2016,20150,3224
CUL009387,27/05/2016,6562,1049.92
CUL009388,27/05/2016,2250,360
CUL009389,27/05/2016,6510,1041.6
CUL009390,27/05/2016,3431.24,549
CUL009391,27/05/2016,3325.15,532.02
CUL009392,27/05/2016,9690.95,1550.55
CUL009393,30/05/2016,1968,314.88
CUL009394,30/05/2016,2034.7,325.55
CUL009395,30/05/2016,197,31.52
CUL009396,30/05/2016,615,98.4
CUL009397,30/05/2016,197,31.52
CUL009398,30/05/2016,187,29.92
CUL009399,30/05/2016,49,7.84
CUL009400,30/05/2016,2404,384.64
CUL009401,30/05/2016,430,68.8
CUL009402,30/05/2016,1470,235.2
CUL009403,30/05/2016,4505.05,720.81
CUL009404,30/05/2016,5054,808.64
CUL009405,30/05/2016,5244,839.04
CUL009406,30/05/2016,6188.85,990.22
CUL009407,30/05/2016,2019,323.04
CUL009408,30/05/2016,6356.22,1017
CUL009409,30/05/2016,2060,329.6
CUL009410,30/05/2016,402,64.32
CUL009411,30/05/2016,1414.46,226.31
CUL009412,30/05/2016,1807,289.12
CUL009413,30/05/2016,410,65.6
CUL009414,30/05/2016,1388,222.08
CUL009415,30/05/2016,410,65.6
CUL009416,30/05/2016,4928,788.48
CUL009417,30/05/2016,882,141.12
CUL009418,30/05/2016,10150,1624
CUL009419,30/05/2016,11930,1908.8
CUL009420,30/05/2016,340,54.4
CUL009421,30/05/2016,1427,228.32
CUL009422,30/05/2016,374,59.84
CUL009423,31/05/2016,205,32.8
CUL009424,31/05/2016,1182,189.12
CUL009425,31/05/2016,2529,404.64
CUL009426,31/05/2016,2719.5,435.12
CUL009427,31/05/2016,340,54.4
CUL009428,31/05/2016,935,149.6
CUL009429,31/05/2016,4940,790.4
CUL009430,31/05/2016,3601.2,576.19
CUL009431,31/05/2016,2824,451.84
CUL009432,31/05/2016,20229,3236.64
CUL009433,31/05/2016,4674,747.84
CUL009434,31/05/2016,1535,245.6
CUL009435,31/05/2016,2068,330.88
CUL009436,31/05/2016,197,31.52
CUL009437,31/05/2016,200.9,32.14
CUL009438,31/05/2016,205,32.8
CUL009439,31/05/2016,2932,469.12
CUL009440,31/05/2016,1591,254.56
CUL009441,31/05/2016,355,56.8
CUL009442,01/06/2016,4008,641.28
CUL009443,01/06/2016,410,65.6
CUL009444,01/06/2016,1821,291.36
CUL009445,01/06/2016,5230,836.8
CUL009446,01/06/2016,11157,1785.12
CUL009447,01/06/2016,11764,1882.24
CUL009448,01/06/2016,384,61.44
CUL009449,01/06/2016,8724,1395.84
CUL009450,01/06/2016,400,64
CUL009451,01/06/2016,7344.96,1175.19
CUL009452,01/06/2016,1230,196.8
CUL009453,01/06/2016,85,13.6
CUL009454,01/06/2016,83,13.28
CUL009455,02/06/2016,1263.75,202.2
CUL009456,02/06/2016,1223.6,195.78
CUL009457,02/06/2016,1240,198.4
CUL009458,02/06/2016,585,93.6
CUL009459,02/06/2016,2329,372.64
CUL009460,02/06/2016,1288,206.08
CUL009461,02/06/2016,591,94.56
CUL009462,02/06/2016,2945,471.2
CUL009463,02/06/2016,1083,173.28
CUL009464,02/06/2016,4034,645.44
CUL009465,02/06/2016,833,133.28
CUL009466,02/06/2016,1544,247.04
CUL009467,02/06/2016,10855,1736.8
CUL009468,02/06/2016,1448.68,231.79
CUL009469,02/06/2016,1448.68,231.79
CUL009470,02/06/2016,524,83.84
CUL009471,02/06/2016,16416.25,2626.6
CUL009472,02/06/2016,610,97.6
CUL009473,02/06/2016,7704.5,1232.72
CUL009474,02/06/2016,9910,1585.6
CUL009475,02/06/2016,5070,811.2
CUL009476,02/06/2016,1024,163.84
CUL009477,02/06/2016,1994,319.04
CUL009478,02/06/2016,2889,462.24
CUL009479,02/06/2016,1069,171.04
CUL009480,02/06/2016,4680,748.8
CUL009481,02/06/2016,410,65.6
CUL009482,02/06/2016,422,67.52
CUL009483,02/06/2016,6612.9,1058.06
CUL009484,02/06/2016,10737.85,1718.06
CUL009485,03/06/2016,1745,279.2
CUL009486,03/06/2016,472,75.52
CUL009487,03/06/2016,479,76.64
CUL009488,03/06/2016,2001.25,320.2
CUL009489,03/06/2016,3298,527.68
CUL009490,03/06/2016,410,65.6
CUL009491,03/06/2016,681,108.96
CUL009492,03/06/2016,1435,229.6
CUL009493,03/06/2016,10399,1663.84
CUL009494,03/06/2016,1790,286.4
CUL009495,03/06/2016,10024.2,1603.87
CUL009496,03/06/2016,502.5,80.4
CUL009497,03/06/2016,8209,1313.44
CUL009498,03/06/2016,19650.59,3144.09
CUL009499,03/06/2016,9933,1589.28
CUL009500,03/06/2016,816.96,130.71
CUL009501,03/06/2016,816.96,130.71
CUL009502,03/06/2016,4895,783.2
CUL009503,06/06/2016,260,41.6
CUL009504,06/06/2016,1349,215.84
CUL009505,06/06/2016,1294,207.04
CUL009506,06/06/2016,3174,507.84
CUL009507,06/06/2016,197,31.52
CUL009508,06/06/2016,860,137.6
CUL009509,06/06/2016,1039,166.24
CUL009510,06/06/2016,408.5,65.36
CUL009511,06/06/2016,1887,301.92
CUL009512,06/06/2016,1874,299.84
CUL009513,06/06/2016,414,66.24
CUL009514,06/06/2016,5694.54,911.13
CUL009515,06/06/2016,7591.5,1214.64
CUL009516,06/06/2016,20716,3314.56
CUL009517,06/06/2016,427.5,68.4
CUL009518,06/06/2016,322,51.52
CUL009519,06/06/2016,2137,341.92
CUL009520,06/06/2016,187,29.92
CUL009521,06/06/2016,1075,172
CUL009522,06/06/2016,232.4,37.18
CUL009523,06/06/2016,724,115.84
CUL009524,06/06/2016,215,34.4
CUL009525,06/06/2016,1819,291.04
CUL009526,06/06/2016,982,157.12
CUL009527,06/06/2016,160,25.6
CUL009528,07/06/2016,434,69.44
CUL009529,07/06/2016,80,12.8
CUL009530,07/06/2016,239.4,38.3
CUL009531,07/06/2016,340,54.4
CUL009532,07/06/2016,410,65.6
CUL009533,07/06/2016,7100,1136
CUL009534,07/06/2016,882,141.12
CUL009535,07/06/2016,5097.4,815.58
CUL009536,07/06/2016,7704.5,1232.72
CUL009537,07/06/2016,479,76.64
CUL009538,07/06/2016,85,13.6
CUL009539,07/06/2016,1115,178.4
CUL009540,07/06/2016,394,63.04
CUL009541,07/06/2016,2160,345.6
CUL009542,07/06/2016,883,141.28
CUL009543,07/06/2016,4627,740.32
CUL009544,07/06/2016,1863,298.08
CUL009545,07/06/2016,1873,299.68
CUL009546,07/06/2016,1481,236.96
CUL009547,07/06/2016,5596.92,895.51
CUL009548,07/06/2016,900,144
CUL009549,07/06/2016,6205,992.8
CUL009550,07/06/2016,1184,189.44
CUL009551,07/06/2016,2734,437.44
CUL009552,07/06/2016,8994.75,1439.16
CUL009553,07/06/2016,337.44,53.99
CUL009554,07/06/2016,8601,1376.16
CUL009555,07/06/2016,645,103.2
CUL009556,07/06/2016,10234.35,1637.5
CUL009557,08/06/2016,836,133.76
CUL009558,08/06/2016,239.4,38.3
CUL009559,08/06/2016,1717,274.72
CUL009560,08/06/2016,170,27.2
CUL009561,08/06/2016,6747.9,1079.66
CUL009562,08/06/2016,800,128
CUL009563,08/06/2016,7612,1217.92
CUL009564,08/06/2016,4779,764.64
CUL009565,08/06/2016,5076,812.16
CUL009566,08/06/2016,15065.25,2410.44
CUL009567,08/06/2016,1088,174.08
CUL009568,08/06/2016,668.2,106.91
CUL009569,08/06/2016,1203.8,192.61
CUL009570,08/06/2016,1892.28,302.76
CUL009571,08/06/2016,16100,2576
CUL009572,08/06/2016,539.9,86.38
CUL009573,08/06/2016,6005,960.8
CUL009574,08/06/2016,1408,225.28
CUL009575,08/06/2016,99,15.84
CUL009576,08/06/2016,11592.85,1854.86
CUL009577,09/06/2016,3202,512.32
CUL009578,09/06/2016,450.8,72.13
CUL009579,09/06/2016,40,6.4
CUL009580,09/06/2016,1439,230.24
CUL009581,09/06/2016,1865,298.4
CUL009582,09/06/2016,43260,6921.6
CUL009583,09/06/2016,1468,234.88
CUL009584,09/06/2016,1753,280.48
CUL009585,09/06/2016,838,134.08
CUL009586,09/06/2016,50,8
CUL009587,09/06/2016,5518,882.88
CUL009588,09/06/2016,1479,236.64
CUL009589,09/06/2016,2678.2,428.51
CUL009590,09/06/2016,49,7.84
CUL009591,09/06/2016,4145,663.2
CUL009592,09/06/2016,710.8,113.73
CUL009593,09/06/2016,4449,711.84
CUL009594,10/06/2016,235,37.6
CUL009595,10/06/2016,2007,321.12
CUL009596,10/06/2016,1298,207.68
CUL009597,10/06/2016,26035.12,4165.62
CUL009598,10/06/2016,430,68.8
CUL009599,10/06/2016,2418,386.88
CUL009600,10/06/2016,1339,214.24
CUL009601,10/06/2016,430,68.8
CUL009602,10/06/2016,80,12.8
CUL009603,10/06/2016,6795,1087.2
CUL009604,10/06/2016,255,40.8
CUL009605,10/06/2016,2407,385.12
CUL009606,10/06/2016,1007.92,161.27
CUL009607,10/06/2016,187.15,29.94
CUL009608,10/06/2016,205,32.8
CUL009609,10/06/2016,80,12.8
CUL009610,10/06/2016,2584.4,413.5
CUL009611,10/06/2016,10,1.6
CUL009612,10/06/2016,1568,250.88
CUL009613,10/06/2016,6698.6,1071.78
CUL009614,10/06/2016,11000.55,1760.09
CUL009615,10/06/2016,6555.28,1048.84
CUL009616,10/06/2016,2317.68,370.83
CUL009617,13/06/2016,6376.5,1020.24
CUL009618,13/06/2016,221.9,35.5
CUL009619,13/06/2016,1711,273.76
CUL009620,13/06/2016,2153,344.48
CUL009621,12/06/2016,4714,754.24
CUL009622,14/06/2016,529,84.64
CUL009623,14/06/2016,1966.1,314.58
CUL009624,14/06/2016,479,76.64
CUL009625,14/06/2016,605,96.8
CUL009626,14/06/2016,575.7,92.11
CUL009627,14/06/2016,2622,419.52
CUL009628,14/06/2016,714,114.24
CUL009629,14/06/2016,645,103.2
CUL009630,14/06/2016,690,110.4
CUL009631,14/06/2016,235,37.6
CUL009632,14/06/2016,2528.4,404.54
CUL009633,14/06/2016,988,158.08
CUL009634,14/06/2016,6200,992
CUL009635,14/06/2016,844,135.04
CUL009636,14/06/2016,621,99.36
CUL009637,14/06/2016,200,32
CUL009638,14/06/2016,5465,874.4
CUL009639,14/06/2016,13743,2198.88
CUL009640,14/06/2016,615,98.4
CUL009641,14/06/2016,787.53,126
CUL009642,14/06/2016,2745,439.2
CUL009643,14/06/2016,9737.5,1558
CUL009644,14/06/2016,32256.36,5161.02
CUL009645,14/06/2016,207,33.12
CUL009646,14/06/2016,5083.6,813.38
CUL009647,15/06/2016,348,55.68
CUL009648,15/06/2016,5215.5,834.48
CUL009649,15/06/2016,217,34.72
CUL009650,15/06/2016,860,137.6
CUL009651,15/06/2016,1604,256.64
CUL009652,15/06/2016,205,32.8
CUL009653,15/06/2016,6937,1109.92
CUL009654,15/06/2016,378.4,60.54
CUL009655,15/06/2016,1290,206.4
CUL009656,15/06/2016,207,33.12
CUL009657,15/06/2016,2365,378.4
CUL009658,15/06/2016,387,61.92
CUL009659,15/06/2016,1329,212.64
CUL009660,15/06/2016,1439,230.24
CUL009661,15/06/2016,2164,346.24
CUL009662,15/06/2016,852,136.32
CUL009663,15/06/2016,404,64.64
CUL009664,15/06/2016,631.36,101.02
CUL009665,15/06/2016,977.7,156.43
CUL009666,15/06/2016,10533.6,1685.38
CUL009667,15/06/2016,679,108.64
CUL009668,15/06/2016,421.4,67.42
CUL009669,15/06/2016,255,40.8
CUL009670,15/06/2016,635,101.6
CUL009671,16/06/2016,99,15.84
CUL009672,16/06/2016,879,140.64
CUL009673,16/06/2016,2978,476.48
CUL009674,16/06/2016,414,66.24
CUL009675,16/06/2016,1953,312.48
CUL009676,16/06/2016,1429,228.64
CUL009677,16/06/2016,828,132.48
CUL009678,16/06/2016,215,34.4
CUL009679,16/06/2016,1489,238.24
CUL009680,16/06/2016,2524,403.84
CUL009681,16/06/2016,849,135.84
CUL009682,16/06/2016,10713,1714.08
CUL009683,16/06/2016,5115.78,818.52
CUL009684,16/06/2016,4145,663.2
CUL009685,16/06/2016,80,12.8
CUL009686,16/06/2016,9330,1492.8
CUL009687,16/06/2016,1691,270.56
CUL009688,16/06/2016,215,34.4
CUL009689,16/06/2016,23242,3718.72
CUL009690,16/06/2016,215,34.4
CUL009691,17/06/2016,1227,196.32
CUL009692,17/06/2016,2913,466.08
CUL009693,17/06/2016,1310,209.6
CUL009694,17/06/2016,947,151.52
CUL009695,17/06/2016,820,131.2
CUL009696,17/06/2016,3055,488.8
CUL009697,17/06/2016,3848,615.68
CUL009698,17/06/2016,645,103.2
CUL009699,17/06/2016,215,34.4
CUL009700,17/06/2016,4034,645.44
CUL009701,17/06/2016,212,33.92
CUL009702,17/06/2016,585,93.6
CUL009703,17/06/2016,1845,295.2
CUL009704,17/06/2016,49,7.84
CUL009705,17/06/2016,1899,303.84
CUL009706,17/06/2016,450,72
CUL009707,17/06/2016,10155,1624.8
CUL009708,17/06/2016,1405,224.8
CUL009709,17/06/2016,1650,264
CUL009710,17/06/2016,1485,237.6
CUL009711,17/06/2016,240,38.4
CUL009712,17/06/2016,215,34.4
CUL009713,17/06/2016,792.3,126.77
CUL009714,17/06/2016,11682,1869.12
CUL009715,17/06/2016,11957.65,1913.22
CUL009716,17/06/2016,10560.2,1689.63
CUL009717,20/06/2016,1134,181.44
CUL009718,20/06/2016,207,33.12
CUL009719,20/06/2016,3419.11,547.06
CUL009720,20/06/2016,430,68.8
CUL009721,20/06/2016,694,111.04
CUL009722,20/06/2016,3395.1,543.22
CUL009723,20/06/2016,1674,267.84
CUL009724,20/06/2016,1084,173.44
CUL009725,20/06/2016,818,130.88
CUL009726,20/06/2016,215,34.4
CUL009727,20/06/2016,179,28.64
CUL009728,20/06/2016,1369,219.04
CUL009729,20/06/2016,645,103.2
CUL009730,20/06/2016,180,28.8
CUL009731,20/06/2016,870,139.2
CUL009732,20/06/2016,8365.28,1338.44
CUL009733,20/06/2016,2045.12,327.22
CUL009734,20/06/2016,650.88,104.14
CUL009735,20/06/2016,1126,180.16
CUL009736,20/06/2016,1598,255.68
CUL009737,20/06/2016,10608.65,1697.38
CUL009738,20/06/2016,4875.4,780.06
CUL009739,20/06/2016,991,158.56
CUL009740,21/06/2016,180,28.8
CUL009741,21/06/2016,1066.2,170.59
CUL009742,21/06/2016,99,15.84
CUL009743,21/06/2016,2988,478.08
CUL009744,21/06/2016,85,13.6
CUL009745,21/06/2016,61,9.76
CUL009746,21/06/2016,7581,1212.96
CUL009747,21/06/2016,1992,318.72
CUL009748,21/06/2016,1029.98,164.8
CUL009749,21/06/2016,1955,312.8
CUL009750,21/06/2016,1640.05,262.41
CUL009751,21/06/2016,1064,170.24
CUL009752,21/06/2016,2347,375.52
CUL009753,21/06/2016,11667.9,1866.86
CUL009754,21/06/2016,9481,1516.96
CUL009755,21/06/2016,470,75.2
CUL009756,21/06/2016,6201,992.16
CUL009757,21/06/2016,1251,200.16
CUL009758,21/06/2016,204.25,32.68
CUL009759,22/06/2016,740,118.4
CUL009760,22/06/2016,3624,579.84
CUL009761,22/06/2016,28416,4546.56
CUL009762,22/06/2016,3465,554.4
CUL009763,22/06/2016,6610,1057.6
CUL009764,22/06/2016,335,53.6
CUL009765,22/06/2016,1554,248.64
CUL009766,22/06/2016,430,68.8
CUL009767,22/06/2016,410,65.6
CUL009768,22/06/2016,5470,875.2
CUL009769,22/06/2016,3219,515.04
CUL009770,22/06/2016,7604,1216.64
CUL009771,22/06/2016,357,57.12
CUL009772,22/06/2016,1224,195.84
CUL009773,22/06/2016,940,150.4
CUL009774,22/06/2016,14490.35,2318.46
CUL009775,22/06/2016,5690,910.4
CUL009776,22/06/2016,100,16
CUL009777,22/06/2016,1353,216.48
CUL009778,22/06/2016,80,12.8
CUL009779,22/06/2016,774,123.84
CUL009780,22/06/2016,260.4,41.66
CUL009781,22/06/2016,1023.45,163.75
CUL009782,22/06/2016,3559.11,569.46
CUL009783,23/06/2016,99,15.84
CUL009784,23/06/2016,1050,168
CUL009785,23/06/2016,1411,225.76
CUL009786,23/06/2016,1190,190.4
CUL009787,23/06/2016,227,36.32
CUL009788,23/06/2016,2191,350.56
CUL009789,23/06/2016,1338,214.08
CUL009790,23/06/2016,1294,207.04
CUL009791,23/06/2016,410,65.6
CUL009792,23/06/2016,1299,207.84
CUL009793,23/06/2016,15538,2486.08
CUL009794,23/06/2016,3582,573.12
CUL009795,23/06/2016,615,98.4
CUL009796,23/06/2016,459,73.44
CUL009797,23/06/2016,1775.15,284.02
CUL009798,23/06/2016,632.48,101.2
CUL009799,23/06/2016,606,96.96
CUL009800,23/06/2016,0,0
CUL009801,23/06/2016,19292.8,3086.85
CUL009802,23/06/2016,50,8
CUL009803,23/06/2016,510,81.6
CUL009804,24/06/2016,1545,247.2
CUL009805,24/06/2016,16290.8,2606.53
CUL009806,24/06/2016,25230,4036.8
CUL009807,24/06/2016,745,119.2
CUL009808,24/06/2016,1104,176.64
CUL009809,24/06/2016,1769,283.04
CUL009810,24/06/2016,205,32.8
CUL009811,24/06/2016,1732,277.12
CUL009812,24/06/2016,2002,320.32
CUL009813,24/06/2016,401.8,64.29
CUL009814,24/06/2016,951,152.16
CUL009815,24/06/2016,207,33.12
CUL009816,24/06/2016,49,7.84
CUL009817,24/06/2016,934,149.44
CUL009818,24/06/2016,10831.9,1733.1
CUL009819,24/06/2016,640,102.4
CUL009820,24/06/2016,4669.4,747.1
CUL009821,24/06/2016,215,34.4
CUL009822,24/06/2016,215,34.4
CUL009823,24/06/2016,1827,292.32
CUL009824,24/06/2016,2110,337.6
CUL009825,24/06/2016,10,1.6
